Environment;Tab;SubTab;Role Index;Role;Permission Index;Permission;Value
devinternal;Author;;15;Janssen Internal User;4;Broad User Search;0
devinternal;Author;;15;Janssen Internal User;5;Share Templates;0
devinternal;Author;;15;Janssen Internal User;6;Move Experiments;1
devinternal;Author;;15;Janssen Internal User;7;Trash Experiments;0
devinternal;Author;;15;Janssen Internal User;8;Trash Notebooks;0
devinternal;Author;;15;Janssen Internal User;9;Export Notebooks;1
devinternal;Author;;15;Janssen Internal User;10;Trash Requests;0
devinternal;Author;;15;Janssen Internal User;11;Delete Samples;1
devinternal;Author;;15;Janssen Internal User;12;Close/Cancel Samples;1
devinternal;Author;;15;Janssen Internal User;13;Reopen Samples;1
devinternal;Author;;15;Janssen Internal User;14;Add Parallel Experiments;1
devinternal;Author;;15;Janssen Internal User;15;Move Parallel Experiments;0
devinternal;Author;;15;Janssen Internal User;16;Export Parallel Experiments;1
devinternal;Author;;15;Janssen Internal User;17;Trash Parallel Experiments;0
devinternal;Author;;15;Janssen Internal User;18;Archive;0
devinternal;Author;;15;Janssen Internal User;19;Return From Archive;0
devinternal;Author;;15;Janssen Internal User;20;Trash Mandatory Entities;0
devinternal;Author;;15;Janssen Internal User;21;Clone Entities;0
devinternal;Author;;15;Janssen Internal User;22;Save as Template;0
devinternal;Author;;15;Janssen Internal User;23;Update Definition;0
devinternal;Author;;16;LAC User;1;Share;0
devinternal;Author;;16;LAC User;2;Read Dependent Share;0
devinternal;Author;;16;LAC User;3;Add/Edit/Delete comments;0
devinternal;Author;;16;LAC User;4;Broad User Search;0
devinternal;Author;;16;LAC User;5;Share Templates;0
devinternal;Author;;16;LAC User;6;Move Experiments;0
devinternal;Author;;16;LAC User;7;Trash Experiments;0
devinternal;Author;;16;LAC User;8;Trash Notebooks;0
devinternal;Author;;16;LAC User;9;Export Notebooks;0
devinternal;Author;;16;LAC User;10;Trash Requests;0
devinternal;Author;;16;LAC User;11;Delete Samples;0
devinternal;Author;;16;LAC User;12;Close/Cancel Samples;0
devinternal;Author;;16;LAC User;13;Reopen Samples;0
devinternal;Author;;16;LAC User;14;Add Parallel Experiments;0
devinternal;Author;;16;LAC User;15;Move Parallel Experiments;0
devinternal;Author;;16;LAC User;16;Export Parallel Experiments;0
devinternal;Author;;16;LAC User;17;Trash Parallel Experiments;0
devinternal;Author;;16;LAC User;18;Archive;0
devinternal;Author;;16;LAC User;19;Return From Archive;0
devinternal;Author;;16;LAC User;20;Trash Mandatory Entities;0
devinternal;Author;;16;LAC User;21;Clone Entities;0
devinternal;Author;;16;LAC User;22;Save as Template;0
devinternal;Author;;16;LAC User;23;Update Definition;0
devinternal;Author;;17;ML Key User;1;Share;0
devinternal;Author;;17;ML Key User;2;Read Dependent Share;0
devinternal;Author;;17;ML Key User;3;Add/Edit/Delete comments;0
devinternal;Author;;17;ML Key User;4;Broad User Search;0
devinternal;Author;;17;ML Key User;5;Share Templates;0
devinternal;Author;;17;ML Key User;6;Move Experiments;0
devinternal;Author;;17;ML Key User;7;Trash Experiments;0
devinternal;Author;;17;ML Key User;8;Trash Notebooks;0
devinternal;Author;;17;ML Key User;9;Export Notebooks;0
devinternal;Author;;17;ML Key User;10;Trash Requests;0
devinternal;Author;;17;ML Key User;11;Delete Samples;0
devinternal;Author;;17;ML Key User;12;Close/Cancel Samples;0
devinternal;Author;;17;ML Key User;13;Reopen Samples;0
devinternal;Author;;17;ML Key User;14;Add Parallel Experiments;0
devinternal;Author;;17;ML Key User;15;Move Parallel Experiments;0
devinternal;Author;;17;ML Key User;16;Export Parallel Experiments;0
devinternal;Author;;17;ML Key User;17;Trash Parallel Experiments;0
devinternal;Author;;17;ML Key User;18;Archive;0
devinternal;Author;;17;ML Key User;19;Return From Archive;0
devinternal;Author;;17;ML Key User;20;Trash Mandatory Entities;0
devinternal;Author;;17;ML Key User;21;Clone Entities;0
devinternal;Author;;17;ML Key User;22;Save as Template;0
devinternal;Author;;17;ML Key User;23;Update Definition;0
devinternal;Author;;18;Non-GxP Standard User;1;Share;0
devinternal;Author;;18;Non-GxP Standard User;2;Read Dependent Share;0
devinternal;Author;;18;Non-GxP Standard User;3;Add/Edit/Delete comments;1
devinternal;Author;;18;Non-GxP Standard User;4;Broad User Search;0
devinternal;Author;;18;Non-GxP Standard User;5;Share Templates;0
devinternal;Author;;18;Non-GxP Standard User;6;Move Experiments;1
devinternal;Author;;18;Non-GxP Standard User;7;Trash Experiments;0
devinternal;Author;;18;Non-GxP Standard User;8;Trash Notebooks;0
devinternal;Author;;18;Non-GxP Standard User;9;Export Notebooks;1
devinternal;Author;;18;Non-GxP Standard User;10;Trash Requests;0
devinternal;Author;;18;Non-GxP Standard User;11;Delete Samples;0
devinternal;Author;;18;Non-GxP Standard User;12;Close/Cancel Samples;1
devinternal;Author;;18;Non-GxP Standard User;13;Reopen Samples;1
devinternal;Author;;18;Non-GxP Standard User;14;Add Parallel Experiments;0
devinternal;Author;;18;Non-GxP Standard User;15;Move Parallel Experiments;0
devinternal;Author;;18;Non-GxP Standard User;16;Export Parallel Experiments;0
devinternal;Author;;18;Non-GxP Standard User;17;Trash Parallel Experiments;0
devinternal;Author;;18;Non-GxP Standard User;18;Archive;0
devinternal;Author;;18;Non-GxP Standard User;19;Return From Archive;0
devinternal;Author;;18;Non-GxP Standard User;20;Trash Mandatory Entities;0
devinternal;Author;;18;Non-GxP Standard User;21;Clone Entities;1
devinternal;Author;;18;Non-GxP Standard User;22;Save as Template;1
devinternal;Author;;18;Non-GxP Standard User;23;Update Definition;1
devinternal;Author;;19;PMP test;1;Share;0
devinternal;Author;;19;PMP test;2;Read Dependent Share;0
devinternal;Author;;19;PMP test;3;Add/Edit/Delete comments;0
devinternal;Author;;19;PMP test;4;Broad User Search;1
devinternal;Author;;19;PMP test;5;Share Templates;0
devinternal;Author;;19;PMP test;6;Move Experiments;0
devinternal;Author;;19;PMP test;7;Trash Experiments;0
devinternal;Author;;19;PMP test;8;Trash Notebooks;0
devinternal;Author;;19;PMP test;9;Export Notebooks;0
devinternal;Author;;19;PMP test;10;Trash Requests;0
devinternal;Author;;19;PMP test;11;Delete Samples;0
devinternal;Author;;19;PMP test;12;Close/Cancel Samples;0
devinternal;Author;;19;PMP test;13;Reopen Samples;0
devinternal;Author;;19;PMP test;14;Add Parallel Experiments;0
devinternal;Author;;19;PMP test;15;Move Parallel Experiments;0
devinternal;Author;;19;PMP test;16;Export Parallel Experiments;0
devinternal;Author;;19;PMP test;17;Trash Parallel Experiments;0
devinternal;Author;;19;PMP test;18;Archive;0
devinternal;Author;;19;PMP test;19;Return From Archive;0
devinternal;Author;;19;PMP test;20;Trash Mandatory Entities;0
devinternal;Author;;19;PMP test;21;Clone Entities;0
devinternal;Author;;19;PMP test;22;Save as Template;0
devinternal;Author;;19;PMP test;23;Update Definition;0
devinternal;Author;;20;ReseachCenterManager;1;Share;0
devinternal;Author;;20;ReseachCenterManager;2;Read Dependent Share;0
devinternal;Author;;20;ReseachCenterManager;3;Add/Edit/Delete comments;0
devinternal;Author;;20;ReseachCenterManager;4;Broad User Search;0
devinternal;Author;;20;ReseachCenterManager;5;Share Templates;0
devinternal;Author;;20;ReseachCenterManager;6;Move Experiments;0
devinternal;Author;;20;ReseachCenterManager;7;Trash Experiments;0
devinternal;Author;;20;ReseachCenterManager;8;Trash Notebooks;0
devinternal;Author;;20;ReseachCenterManager;9;Export Notebooks;0
devinternal;Author;;20;ReseachCenterManager;10;Trash Requests;0
devinternal;Author;;20;ReseachCenterManager;11;Delete Samples;0
devinternal;Author;;20;ReseachCenterManager;12;Close/Cancel Samples;0
devinternal;Author;;20;ReseachCenterManager;13;Reopen Samples;0
devinternal;Author;;20;ReseachCenterManager;14;Add Parallel Experiments;0
devinternal;Author;;20;ReseachCenterManager;15;Move Parallel Experiments;0
devinternal;Author;;20;ReseachCenterManager;16;Export Parallel Experiments;0
devinternal;Author;;20;ReseachCenterManager;17;Trash Parallel Experiments;0
devinternal;Author;;20;ReseachCenterManager;18;Archive;0
devinternal;Author;;20;ReseachCenterManager;19;Return From Archive;0
devinternal;Author;;20;ReseachCenterManager;20;Trash Mandatory Entities;0
devinternal;Author;;20;ReseachCenterManager;21;Clone Entities;0
devinternal;Author;;20;ReseachCenterManager;22;Save as Template;0
devinternal;Author;;20;ReseachCenterManager;23;Update Definition;0
devinternal;Author;;21;ResearchCenterUser;1;Share;0
devinternal;Author;;21;ResearchCenterUser;2;Read Dependent Share;0
devinternal;Author;;21;ResearchCenterUser;3;Add/Edit/Delete comments;0
devinternal;Author;;21;ResearchCenterUser;4;Broad User Search;0
devinternal;Author;;21;ResearchCenterUser;5;Share Templates;0
devinternal;Author;;21;ResearchCenterUser;6;Move Experiments;0
devinternal;Author;;21;ResearchCenterUser;7;Trash Experiments;0
devinternal;Author;;21;ResearchCenterUser;8;Trash Notebooks;0
devinternal;Author;;21;ResearchCenterUser;9;Export Notebooks;0
devinternal;Author;;21;ResearchCenterUser;10;Trash Requests;0
devinternal;Author;;21;ResearchCenterUser;11;Delete Samples;0
devinternal;Author;;21;ResearchCenterUser;12;Close/Cancel Samples;0
devinternal;Author;;21;ResearchCenterUser;13;Reopen Samples;0
devinternal;Author;;21;ResearchCenterUser;14;Add Parallel Experiments;0
devinternal;Author;;21;ResearchCenterUser;15;Move Parallel Experiments;0
devinternal;Author;;21;ResearchCenterUser;16;Export Parallel Experiments;0
devinternal;Author;;21;ResearchCenterUser;17;Trash Parallel Experiments;0
devinternal;Author;;21;ResearchCenterUser;18;Archive;0
devinternal;Author;;21;ResearchCenterUser;19;Return From Archive;0
devinternal;Author;;21;ResearchCenterUser;20;Trash Mandatory Entities;0
devinternal;Author;;21;ResearchCenterUser;21;Clone Entities;0
devinternal;Author;;21;ResearchCenterUser;22;Save as Template;0
devinternal;Author;;21;ResearchCenterUser;23;Update Definition;0
devinternal;Author;;22;ResearchCenterViewer;1;Share;0
devinternal;Author;;22;ResearchCenterViewer;2;Read Dependent Share;0
devinternal;Author;;22;ResearchCenterViewer;3;Add/Edit/Delete comments;0
devinternal;Author;;22;ResearchCenterViewer;4;Broad User Search;0
devinternal;Author;;22;ResearchCenterViewer;5;Share Templates;0
devinternal;Author;;22;ResearchCenterViewer;6;Move Experiments;0
devinternal;Author;;22;ResearchCenterViewer;7;Trash Experiments;0
devinternal;Author;;22;ResearchCenterViewer;8;Trash Notebooks;0
devinternal;Author;;22;ResearchCenterViewer;9;Export Notebooks;0
devinternal;Author;;22;ResearchCenterViewer;10;Trash Requests;0
devinternal;Author;;22;ResearchCenterViewer;11;Delete Samples;0
devinternal;Author;;22;ResearchCenterViewer;12;Close/Cancel Samples;0
devinternal;Author;;22;ResearchCenterViewer;13;Reopen Samples;0
devinternal;Author;;22;ResearchCenterViewer;14;Add Parallel Experiments;0
devinternal;Author;;22;ResearchCenterViewer;15;Move Parallel Experiments;0
devinternal;Author;;22;ResearchCenterViewer;16;Export Parallel Experiments;0
devinternal;Author;;22;ResearchCenterViewer;17;Trash Parallel Experiments;0
devinternal;Author;;22;ResearchCenterViewer;18;Archive;0
devinternal;Author;;22;ResearchCenterViewer;19;Return From Archive;0
devinternal;Author;;22;ResearchCenterViewer;20;Trash Mandatory Entities;0
devinternal;Author;;22;ResearchCenterViewer;21;Clone Entities;0
devinternal;Author;;22;ResearchCenterViewer;22;Save as Template;0
devinternal;Author;;22;ResearchCenterViewer;23;Update Definition;0
devinternal;Author;;23;Sign & 2 Stage Review;1;Share;0
devinternal;Author;;23;Sign & 2 Stage Review;2;Read Dependent Share;0
devinternal;Author;;23;Sign & 2 Stage Review;3;Add/Edit/Delete comments;0
devinternal;Author;;23;Sign & 2 Stage Review;4;Broad User Search;0
devinternal;Author;;23;Sign & 2 Stage Review;5;Share Templates;0
devinternal;Author;;23;Sign & 2 Stage Review;6;Move Experiments;0
devinternal;Author;;23;Sign & 2 Stage Review;7;Trash Experiments;0
devinternal;Author;;23;Sign & 2 Stage Review;8;Trash Notebooks;0
devinternal;Author;;23;Sign & 2 Stage Review;9;Export Notebooks;0
devinternal;Author;;23;Sign & 2 Stage Review;10;Trash Requests;0
devinternal;Author;;23;Sign & 2 Stage Review;11;Delete Samples;0
devinternal;Author;;23;Sign & 2 Stage Review;12;Close/Cancel Samples;0
devinternal;Author;;23;Sign & 2 Stage Review;13;Reopen Samples;0
devinternal;Author;;23;Sign & 2 Stage Review;14;Add Parallel Experiments;0
devinternal;Author;;23;Sign & 2 Stage Review;15;Move Parallel Experiments;0
devinternal;Author;;23;Sign & 2 Stage Review;16;Export Parallel Experiments;0
devinternal;Author;;23;Sign & 2 Stage Review;17;Trash Parallel Experiments;0
devinternal;Author;;23;Sign & 2 Stage Review;18;Archive;0
devinternal;Author;;23;Sign & 2 Stage Review;19;Return From Archive;0
devinternal;Author;;23;Sign & 2 Stage Review;20;Trash Mandatory Entities;0
devinternal;Author;;23;Sign & 2 Stage Review;21;Clone Entities;0
devinternal;Author;;23;Sign & 2 Stage Review;22;Save as Template;0
devinternal;Author;;23;Sign & 2 Stage Review;23;Update Definition;0
devinternal;Author;;24;Sign & Close;1;Share;0
devinternal;Author;;24;Sign & Close;2;Read Dependent Share;0
devinternal;Author;;24;Sign & Close;3;Add/Edit/Delete comments;0
devinternal;Author;;24;Sign & Close;4;Broad User Search;0
devinternal;Author;;24;Sign & Close;5;Share Templates;0
devinternal;Author;;24;Sign & Close;6;Move Experiments;0
devinternal;Author;;24;Sign & Close;7;Trash Experiments;0
devinternal;Author;;24;Sign & Close;8;Trash Notebooks;0
devinternal;Author;;24;Sign & Close;9;Export Notebooks;0
devinternal;Author;;24;Sign & Close;10;Trash Requests;0
devinternal;Author;;24;Sign & Close;11;Delete Samples;0
devinternal;Author;;24;Sign & Close;12;Close/Cancel Samples;0
devinternal;Author;;24;Sign & Close;13;Reopen Samples;0
devinternal;Author;;24;Sign & Close;14;Add Parallel Experiments;0
devinternal;Author;;24;Sign & Close;15;Move Parallel Experiments;0
devinternal;Author;;24;Sign & Close;16;Export Parallel Experiments;0
devinternal;Author;;24;Sign & Close;17;Trash Parallel Experiments;0
devinternal;Author;;24;Sign & Close;18;Archive;0
devinternal;Author;;24;Sign & Close;19;Return From Archive;0
devinternal;Author;;24;Sign & Close;20;Trash Mandatory Entities;0
devinternal;Author;;24;Sign & Close;21;Clone Entities;0
devinternal;Author;;24;Sign & Close;22;Save as Template;0
devinternal;Author;;24;Sign & Close;23;Update Definition;0
devinternal;Author;;25;Standard User NON-GxP;1;Share;0
devinternal;Author;;25;Standard User NON-GxP;2;Read Dependent Share;0
devinternal;Author;;25;Standard User NON-GxP;3;Add/Edit/Delete comments;0
devinternal;Author;;25;Standard User NON-GxP;4;Broad User Search;0
devinternal;Author;;25;Standard User NON-GxP;5;Share Templates;0
devinternal;Author;;25;Standard User NON-GxP;6;Move Experiments;0
devinternal;Author;;25;Standard User NON-GxP;7;Trash Experiments;0
devinternal;Author;;25;Standard User NON-GxP;8;Trash Notebooks;0
devinternal;Author;;25;Standard User NON-GxP;9;Export Notebooks;0
devinternal;Author;;25;Standard User NON-GxP;10;Trash Requests;0
devinternal;Author;;25;Standard User NON-GxP;11;Delete Samples;0
devinternal;Author;;25;Standard User NON-GxP;12;Close/Cancel Samples;0
devinternal;Author;;25;Standard User NON-GxP;13;Reopen Samples;0
devinternal;Author;;25;Standard User NON-GxP;14;Add Parallel Experiments;0
devinternal;Author;;25;Standard User NON-GxP;15;Move Parallel Experiments;0
devinternal;Author;;25;Standard User NON-GxP;16;Export Parallel Experiments;0
devinternal;Author;;25;Standard User NON-GxP;17;Trash Parallel Experiments;0
devinternal;Author;;25;Standard User NON-GxP;18;Archive;0
devinternal;Author;;25;Standard User NON-GxP;19;Return From Archive;0
devinternal;Author;;25;Standard User NON-GxP;20;Trash Mandatory Entities;0
devinternal;Author;;25;Standard User NON-GxP;21;Clone Entities;0
devinternal;Author;;25;Standard User NON-GxP;22;Save as Template;0
devinternal;Author;;25;Standard User NON-GxP;23;Update Definition;0
devinternal;Author;;26;Super User;1;Share;1
devinternal;Author;;26;Super User;2;Read Dependent Share;0
devinternal;Author;;26;Super User;3;Add/Edit/Delete comments;0
devinternal;Author;;26;Super User;4;Broad User Search;0
devinternal;Author;;26;Super User;5;Share Templates;1
devinternal;Author;;26;Super User;6;Move Experiments;1
devinternal;Author;;26;Super User;7;Trash Experiments;0
devinternal;Author;;26;Super User;8;Trash Notebooks;0
devinternal;Author;;26;Super User;9;Export Notebooks;1
devinternal;Author;;26;Super User;10;Trash Requests;0
devinternal;Author;;26;Super User;11;Delete Samples;1
devinternal;Author;;26;Super User;12;Close/Cancel Samples;1
devinternal;Author;;26;Super User;13;Reopen Samples;1
devinternal;Author;;26;Super User;14;Add Parallel Experiments;1
devinternal;Author;;26;Super User;15;Move Parallel Experiments;1
devinternal;Author;;26;Super User;16;Export Parallel Experiments;1
devinternal;Author;;26;Super User;17;Trash Parallel Experiments;0
devinternal;Author;;26;Super User;18;Archive;1
devinternal;Author;;26;Super User;19;Return From Archive;1
devinternal;Author;;26;Super User;20;Trash Mandatory Entities;0
devinternal;Author;;26;Super User;21;Clone Entities;0
devinternal;Author;;26;Super User;22;Save as Template;0
devinternal;Author;;26;Super User;23;Update Definition;0
devinternal;Author;;27;Super User Admin;1;Share;1
devinternal;Author;;27;Super User Admin;2;Read Dependent Share;0
devinternal;Author;;27;Super User Admin;3;Add/Edit/Delete comments;0
devinternal;Author;;27;Super User Admin;4;Broad User Search;0
devinternal;Author;;27;Super User Admin;5;Share Templates;1
devinternal;Author;;27;Super User Admin;6;Move Experiments;1
devinternal;Author;;27;Super User Admin;7;Trash Experiments;1
devinternal;Author;;27;Super User Admin;8;Trash Notebooks;1
devinternal;Author;;27;Super User Admin;9;Export Notebooks;1
devinternal;Author;;27;Super User Admin;10;Trash Requests;1
devinternal;Author;;27;Super User Admin;11;Delete Samples;0
devinternal;Author;;27;Super User Admin;12;Close/Cancel Samples;0
devinternal;Author;;27;Super User Admin;13;Reopen Samples;0
devinternal;Author;;27;Super User Admin;14;Add Parallel Experiments;0
devinternal;Author;;27;Super User Admin;15;Move Parallel Experiments;0
devinternal;Author;;27;Super User Admin;16;Export Parallel Experiments;0
devinternal;Author;;27;Super User Admin;17;Trash Parallel Experiments;0
devinternal;Author;;27;Super User Admin;18;Archive;0
devinternal;Author;;27;Super User Admin;19;Return From Archive;0
devinternal;Author;;27;Super User Admin;20;Trash Mandatory Entities;0
devinternal;Author;;27;Super User Admin;21;Clone Entities;0
devinternal;Author;;27;Super User Admin;22;Save as Template;0
devinternal;Author;;27;Super User Admin;23;Update Definition;0
devinternal;Author;;28;Template Manager;1;Share;0
devinternal;Author;;28;Template Manager;2;Read Dependent Share;0
devinternal;Author;;28;Template Manager;3;Add/Edit/Delete comments;0
devinternal;Author;;28;Template Manager;4;Broad User Search;0
devinternal;Author;;28;Template Manager;5;Share Templates;0
devinternal;Author;;28;Template Manager;6;Move Experiments;0
devinternal;Author;;28;Template Manager;7;Trash Experiments;0
devinternal;Author;;28;Template Manager;8;Trash Notebooks;0
devinternal;Author;;28;Template Manager;9;Export Notebooks;0
devinternal;Author;;28;Template Manager;10;Trash Requests;0
devinternal;Author;;28;Template Manager;11;Delete Samples;0
devinternal;Author;;28;Template Manager;12;Close/Cancel Samples;0
devinternal;Author;;28;Template Manager;13;Reopen Samples;0
devinternal;Author;;28;Template Manager;14;Add Parallel Experiments;0
devinternal;Author;;28;Template Manager;15;Move Parallel Experiments;0
devinternal;Author;;28;Template Manager;16;Export Parallel Experiments;0
devinternal;Author;;28;Template Manager;17;Trash Parallel Experiments;0
devinternal;Author;;28;Template Manager;18;Archive;0
devinternal;Author;;28;Template Manager;19;Return From Archive;0
devinternal;Author;;28;Template Manager;20;Trash Mandatory Entities;0
devinternal;Author;;28;Template Manager;21;Clone Entities;0
devinternal;Author;;28;Template Manager;22;Save as Template;0
devinternal;Author;;28;Template Manager;23;Update Definition;0
devinternal;Author;;29;test;1;Share;0
devinternal;Author;;29;test;2;Read Dependent Share;0
devinternal;Author;;29;test;3;Add/Edit/Delete comments;0
devinternal;Author;;29;test;4;Broad User Search;0
devinternal;Author;;29;test;5;Share Templates;1
devinternal;Author;;29;test;6;Move Experiments;0
devinternal;Author;;29;test;7;Trash Experiments;0
devinternal;Author;;29;test;8;Trash Notebooks;0
devinternal;Author;;29;test;9;Export Notebooks;0
devinternal;Author;;29;test;10;Trash Requests;0
devinternal;Author;;29;test;11;Delete Samples;0
devinternal;Author;;29;test;12;Close/Cancel Samples;0
devinternal;Author;;29;test;13;Reopen Samples;0
devinternal;Author;;29;test;14;Add Parallel Experiments;0
devinternal;Author;;29;test;15;Move Parallel Experiments;0
devinternal;Author;;29;test;16;Export Parallel Experiments;0
devinternal;Author;;29;test;17;Trash Parallel Experiments;0
devinternal;Author;;29;test;18;Archive;0
devinternal;Author;;29;test;19;Return From Archive;0
devinternal;Author;;29;test;20;Trash Mandatory Entities;0
devinternal;Author;;29;test;21;Clone Entities;0
devinternal;Author;;29;test;22;Save as Template;0
devinternal;Author;;29;test;23;Update Definition;0
devinternal;Materials;;1;System Admin;1;Manage Material Libraries;1
devinternal;Materials;;1;System Admin;2;View Materials;1
devinternal;Materials;;1;System Admin;3;Add Materials;1
devinternal;Materials;;1;System Admin;4;Edit Materials;1
devinternal;Materials;;1;System Admin;5;Delete Materials;1
devinternal;Materials;;1;System Admin;6;Export Materials;1
devinternal;Materials;;2;Inventory Admin;1;Manage Material Libraries;1
devinternal;Materials;;2;Inventory Admin;2;View Materials;1
devinternal;Materials;;2;Inventory Admin;3;Add Materials;1
devinternal;Materials;;2;Inventory Admin;4;Edit Materials;1
devinternal;Materials;;2;Inventory Admin;5;Delete Materials;1
devinternal;Materials;;2;Inventory Admin;6;Export Materials;0
devinternal;Materials;;3;Standard User;1;Manage Material Libraries;0
devinternal;Materials;;3;Standard User;2;View Materials;1
devinternal;Materials;;3;Standard User;3;Add Materials;0
devinternal;Materials;;3;Standard User;4;Edit Materials;0
devinternal;Materials;;3;Standard User;5;Delete Materials;0
devinternal;Materials;;3;Standard User;6;Export Materials;0
devinternal;Materials;;4;Archivist;1;Manage Material Libraries;0
devinternal;Materials;;4;Archivist;2;View Materials;0
devinternal;Materials;;4;Archivist;3;Add Materials;0
devinternal;Materials;;4;Archivist;4;Edit Materials;0
devinternal;Materials;;4;Archivist;5;Delete Materials;0
devinternal;Materials;;4;Archivist;6;Export Materials;0
devinternal;Materials;;5;Disc Pharm Super User;1;Manage Material Libraries;0
devinternal;Materials;;5;Disc Pharm Super User;2;View Materials;0
devinternal;Materials;;5;Disc Pharm Super User;3;Add Materials;0
devinternal;Materials;;5;Disc Pharm Super User;4;Edit Materials;0
devinternal;Materials;;5;Disc Pharm Super User;5;Delete Materials;0
devinternal;Materials;;5;Disc Pharm Super User;6;Export Materials;0
devinternal;Materials;;6;Disc Pharm User;1;Manage Material Libraries;0
devinternal;Materials;;6;Disc Pharm User;2;View Materials;1
devinternal;Materials;;6;Disc Pharm User;3;Add Materials;1
devinternal;Materials;;6;Disc Pharm User;4;Edit Materials;1
devinternal;Materials;;6;Disc Pharm User;5;Delete Materials;0
devinternal;Materials;;6;Disc Pharm User;6;Export Materials;0
devinternal;Materials;;7;FL-Approver;1;Manage Material Libraries;0
devinternal;Materials;;7;FL-Approver;2;View Materials;0
devinternal;Materials;;7;FL-Approver;3;Add Materials;0
devinternal;Materials;;7;FL-Approver;4;Edit Materials;0
devinternal;Materials;;7;FL-Approver;5;Delete Materials;0
devinternal;Materials;;7;FL-Approver;6;Export Materials;0
devinternal;Materials;;8;FL-Archivist;1;Manage Material Libraries;0
devinternal;Materials;;8;FL-Archivist;2;View Materials;0
devinternal;Materials;;8;FL-Archivist;3;Add Materials;0
devinternal;Materials;;8;FL-Archivist;4;Edit Materials;0
devinternal;Materials;;8;FL-Archivist;5;Delete Materials;0
devinternal;Materials;;8;FL-Archivist;6;Export Materials;0
devinternal;Materials;;9;FL-Author;1;Manage Material Libraries;0
devinternal;Materials;;9;FL-Author;2;View Materials;0
devinternal;Materials;;9;FL-Author;3;Add Materials;0
devinternal;Materials;;9;FL-Author;4;Edit Materials;0
devinternal;Materials;;9;FL-Author;5;Delete Materials;0
devinternal;Materials;;9;FL-Author;6;Export Materials;0
devinternal;Materials;;10;Gxp Recipe Builder;1;Manage Material Libraries;0
devinternal;Materials;;10;Gxp Recipe Builder;2;View Materials;0
devinternal;Materials;;10;Gxp Recipe Builder;3;Add Materials;0
devinternal;Materials;;10;Gxp Recipe Builder;4;Edit Materials;0
devinternal;Materials;;10;Gxp Recipe Builder;5;Delete Materials;0
devinternal;Materials;;10;Gxp Recipe Builder;6;Export Materials;0
devinternal;Materials;;11;GxP Std User;1;Manage Material Libraries;0
devinternal;Materials;;11;GxP Std User;2;View Materials;1
devinternal;Materials;;11;GxP Std User;3;Add Materials;1
devinternal;Materials;;11;GxP Std User;4;Edit Materials;1
devinternal;Materials;;11;GxP Std User;5;Delete Materials;0
devinternal;Materials;;11;GxP Std User;6;Export Materials;1
devinternal;Materials;;12;GxP Superuser;1;Manage Material Libraries;0
devinternal;Materials;;12;GxP Superuser;2;View Materials;0
devinternal;Materials;;12;GxP Superuser;3;Add Materials;0
devinternal;Materials;;12;GxP Superuser;4;Edit Materials;0
devinternal;Materials;;12;GxP Superuser;5;Delete Materials;0
devinternal;Materials;;12;GxP Superuser;6;Export Materials;0
devinternal;Materials;;13;Gxp-Active Directory Sync Test Role;1;Manage Material Libraries;0
devinternal;Materials;;13;Gxp-Active Directory Sync Test Role;2;View Materials;0
devinternal;Materials;;13;Gxp-Active Directory Sync Test Role;3;Add Materials;0
devinternal;Materials;;13;Gxp-Active Directory Sync Test Role;4;Edit Materials;0
devinternal;Materials;;13;Gxp-Active Directory Sync Test Role;5;Delete Materials;0
devinternal;Materials;;13;Gxp-Active Directory Sync Test Role;6;Export Materials;0
devinternal;Materials;;14;HELM User;1;Manage Material Libraries;0
devinternal;Materials;;14;HELM User;2;View Materials;1
devinternal;Materials;;14;HELM User;3;Add Materials;1
devinternal;Materials;;14;HELM User;4;Edit Materials;1
devinternal;Materials;;14;HELM User;5;Delete Materials;1
devinternal;Materials;;14;HELM User;6;Export Materials;1
devinternal;Materials;;15;Janssen Internal User;1;Manage Material Libraries;0
devinternal;Materials;;15;Janssen Internal User;2;View Materials;0
devinternal;Materials;;15;Janssen Internal User;3;Add Materials;0
devinternal;Materials;;15;Janssen Internal User;4;Edit Materials;0
devinternal;Materials;;15;Janssen Internal User;5;Delete Materials;0
devinternal;Materials;;15;Janssen Internal User;6;Export Materials;0
devinternal;Materials;;16;LAC User;1;Manage Material Libraries;0
devinternal;Materials;;16;LAC User;2;View Materials;0
devinternal;Materials;;16;LAC User;3;Add Materials;0
devinternal;Materials;;16;LAC User;4;Edit Materials;0
devinternal;Materials;;16;LAC User;5;Delete Materials;0
devinternal;Materials;;16;LAC User;6;Export Materials;0
devinternal;Materials;;17;ML Key User;1;Manage Material Libraries;0
devinternal;Materials;;17;ML Key User;2;View Materials;1
devinternal;Materials;;17;ML Key User;3;Add Materials;0
devinternal;Materials;;17;ML Key User;4;Edit Materials;0
devinternal;Materials;;17;ML Key User;5;Delete Materials;0
devinternal;Materials;;17;ML Key User;6;Export Materials;0
devinternal;Materials;;18;Non-GxP Standard User;1;Manage Material Libraries;0
devinternal;Materials;;18;Non-GxP Standard User;2;View Materials;0
devinternal;Materials;;18;Non-GxP Standard User;3;Add Materials;0
devinternal;Materials;;18;Non-GxP Standard User;4;Edit Materials;0
devinternal;Materials;;18;Non-GxP Standard User;5;Delete Materials;0
devinternal;Materials;;18;Non-GxP Standard User;6;Export Materials;0
